Transaction ID,Customer ID,Order Timestamp,Channel,Revenue,Product
TXN100012,CUST1187,2026-05-02 14:49:00,Meta Ads,19.67,Accent Chair
TXN100295,CUST4035,2026-06-03 07:05:00,Google Ads,42.17,Wall Art Print
TXN100182,CUST4824,2026-05-22 13:27:00,Meta Ads,68.91,Throw Blanket
TXN100193,CUST2365,2026-05-24 17:42:00,Google Ads,41.59,Throw Blanket
TXN100422,CUST3805,2026-06-20 19:19:00,ORGANIC,112.89,Area Rug
TXN100634,CUST2873,2026-07-13 22:35:00,Google Ads,82.01,Wall Art Print
TXN100410,CUST4596,2026-06-18 12:49:00,GOOGLE ADS,87.48,Wall Mirror
TXN100045,CUST4831,2026-05-05 22:15:00,Google Ads,40.45,Area Rug
TXN100071,CUST4346,2026-05-08 16:59:00,Google Ads,81.33,Throw Blanket
TXN100317,CUST4924,2026-06-06 11:15:00,Google Ads,149.54,Throw Blanket
TXN100481,CUST2380,2026-06-26 16:36:00,Google Ads,73.89,Table Lamp
TXN100698,CUST1261,2026-07-21 15:45:00,Google Ads,79.98,Bookshelf
TXN100705,CUST4751,2026-07-22 17:17:00,Google Ads,36.85,Throw Blanket
TXN100131,CUST2891,2026-05-16 12:03:00,Google Ads,181.7,Accent Chair
TXN100507,CUST3200,2026-06-29 19:33:00,Google Ads,98.41,Wall Mirror
TXN100234,CUST2737,2026-05-29 15:29:00,Meta Ads,122.8,Accent Chair
TXN100570,CUST4854,2026-07-05 19:27:00,Google Ads,,Wall Mirror
TXN100480,CUST3655,2026-06-26 15:45:00,Meta Ads,87.66,Wall Mirror
TXN100123,CUST2720,2026-05-16 19:57:00,Google Ads,50.53,Bookshelf
TXN100628,CUST1574,2026-07-13 12:20:00,Meta Ads,114.16,Area Rug
TXN100504,CUST4149,2026-06-28 11:49:00,Google Ads,49.97,Candle Set
TXN100007,CUST4920,2026-05-01 17:06:00,Google Ads,104.89,Throw Blanket
TXN100741,CUST2126,2026-07-27 15:28:00,ORGANIC,77.64,Wall Mirror
TXN100335,CUST3689,2026-06-09 11:21:00,Meta Ads,46.83,Throw Blanket
TXN100649,CUST2100,2026-07-15 20:24:00,Meta Ads,22.89,Area Rug
TXN100255,CUST1477,2026-05-31 11:02:00,Meta Ads,177.9,Ceramic Vase
TXN100211,CUST3375,2026-05-25 22:55:00,Organic,62.8,Wall Mirror
TXN100125,CUST2223,2026-05-16 19:54:00,Email,234.59,Candle Set
TXN100272,CUST4054,2026-06-01 09:30:00,Meta Ads,91.75,Area Rug
TXN100593,CUST1818,2026-07-08 12:43:00,Email,40.25,Wall Art Print
TXN100445,CUST3087,2026-06-22 22:45:00,Meta Ads,23.82,Bookshelf
TXN100715,CUST3170,2026-07-24 14:26:00,Google Ads,21.13,Area Rug
TXN100196,CUST1360,2026-05-24 17:16:00,Google Ads,48.02,Storage Basket
TXN100477,CUST2372,2026-06-26 16:29:00,Google Ads,74.15,Wall Art Print
TXN100160,CUST3267,2026-05-20 18:27:00,Google Ads,46.81,Wall Art Print
TXN100547,CUST3731,2026-07-03 22:42:00,Meta Ads,177.59,Area Rug
TXN100212,CUST2983,2026-05-25 18:21:00,Meta Ads,112.31,Wall Art Print
TXN100033,CUST4189,2026-05-04 07:38:00,Meta Ads,47.86,Storage Basket
TXN100483,CUST1355,2026-06-26 19:42:00,Meta Ads,64.1,Throw Blanket
TXN100296,CUST2719,2026-06-03 21:21:00,Google Ads,123.42,Wall Mirror
TXN100622,CUST3528,2026-07-12 12:52:00,Organic,67.18,Accent Chair
TXN100460,CUST4824,2026-06-24 15:18:00,Google Ads,160.99,Throw Blanket
TXN100229,CUST1323,2026-05-29 19:39:00,Google Ads,32.12,Table Lamp
TXN100324,CUST2891,2026-06-08 21:02:00,Google Ads,70.26,Ceramic Vase
TXN100175,CUST3410,2026-05-21 20:19:00,Google Ads,13.14,Bookshelf
TXN100095,CUST3094,2026-05-12 10:24:00,Meta Ads,181.41,Bookshelf
TXN100072,CUST1550,2026-05-08 15:07:00,Email,90.71,Throw Blanket
TXN100559,CUST1941,2026-07-03 13:57:00,Organic,71.38,Bookshelf
TXN100005,CUST2839,2026-05-01 15:51:00,Google Ads,50.79,Ceramic Vase
TXN100003,CUST1383,2026-05-01 13:14:00,Google Ads,134.81,Wall Art Print
TXN100366,CUST3047,2026-06-12 07:40:00,Organic,23.86,Wall Art Print
TXN100604,CUST3091,2026-07-09 14:28:00,Google Ads,129.71,Storage Basket
TXN100500,CUST2262,2026-06-28 07:25:00,Meta Ads,117.9,Accent Chair
TXN100490,CUST4921,2026-06-27 11:30:00,Google Ads,54.88,Wall Mirror
TXN100577,CUST1423,2026-07-06 07:05:00,Meta Ads,68.44,Storage Basket
TXN100564,CUST4479,2026-07-04 19:43:00,Meta Ads,105.87,Wall Art Print
TXN100449,CUST1698,2026-06-23 19:09:00,Meta Ads,43.27,Table Lamp
TXN100708,CUST4168,2026-07-23 16:20:00,Organic,6.58,Throw Blanket
TXN100672,CUST3499,2026-07-18 12:28:00,Meta Ads,78.82,Storage Basket
TXN100073,CUST1636,2026-05-08 15:18:00,Meta Ads,102.58,Bookshelf
TXN100113,CUST4474,2026-05-14 10:29:00,Google Ads,74.53,Wall Mirror
TXN100700,CUST4519,2026-07-21 12:23:00,Google Ads,56.57,Wall Mirror
TXN100284,CUST4406,2026-06-03 09:05:00,Google Ads,43.87,Candle Set
TXN100732,CUST2892,2026-07-26 10:51:00,Google Ads,29.8,Wall Mirror
TXN100702,CUST4517,2026-07-21 07:15:00,Google Ads,135.07,Ceramic Vase
TXN100682,CUST4825,2026-07-19 17:08:00,Email,100.46,Candle Set
TXN100512,CUST4834,2026-06-29 07:15:00,Meta Ads,143.62,Table Lamp
TXN100269,CUST4548,2026-06-01 07:08:00,Google Ads,47.9,Ceramic Vase
TXN100661,CUST2236,2026-07-17 12:55:00,Organic,49.23,Accent Chair
TXN100185,CUST4376,2026-05-22 16:28:00,Meta Ads,35.67,Throw Blanket
TXN100551,CUST1394,2026-07-03 11:15:00,Google Ads,44.45,Table Lamp
TXN100749,CUST2932,2026-07-27 18:49:00,Google Ads,,Bookshelf
TXN100762,CUST3712,2026-07-29 19:37:00,Meta Ads,158.06,Throw Blanket
TXN100195,CUST4871,2026-05-24 19:52:00,GOOGLE ADS,93.56,Wall Art Print
TXN100258,CUST4043,2026-05-31 20:37:00,Meta Ads,64.9,Wall Mirror
TXN100693,CUST2266,2026-07-20 12:07:00,Meta Ads,30.31,Ceramic Vase
TXN100214,CUST3856,2026-05-26 14:36:00,Organic,75.49,Candle Set
TXN100607,CUST4853,2026-07-10 11:22:00,Google Ads,,Accent Chair
TXN100166,CUST1518,2026-05-20 15:02:00,Meta Ads,127.68,Ceramic Vase
TXN100668,CUST2956,2026-07-18 09:14:00,Meta Ads,88.67,Candle Set
TXN100610,CUST2229,2026-07-10 08:51:00,Google Ads,139.38,Throw Blanket
TXN100565,CUST4094,2026-07-04 11:50:00,Google Ads,63.35,Throw Blanket
TXN100194,CUST2350,2026-05-24 20:44:00,Organic,74.6,Area Rug
TXN100146,CUST3652,2026-05-18 17:00:00,Google Ads,50.39,Candle Set
TXN100318,CUST1808,2026-06-06 12:38:00,Google Ads,43.91,Wall Mirror
TXN100615,CUST4020,2026-07-11 13:28:00,Google Ads,49.65,Bookshelf
TXN100637,CUST2741,2026-07-14 10:47:00,Meta Ads,38.73,Table Lamp
TXN100412,CUST2245,2026-06-18 12:10:00,Meta Ads,122.05,Storage Basket
TXN100274,CUST3519,2026-06-01 08:46:00,Google Ads,91.89,Wall Art Print
TXN100165,CUST2478,2026-05-20 12:19:00,Google Ads,75.11,Ceramic Vase
TXN100089,CUST4360,2026-05-11 14:14:00,Google Ads,53.91,Ceramic Vase
TXN100022,CUST4051,2026-05-03 15:47:00,Google Ads,70.07,Bookshelf
TXN100677,CUST3461,2026-07-19 16:49:00,Google Ads,66.07,Ceramic Vase
TXN100675,CUST1504,2026-07-18 19:22:00,Google Ads,28.58,Candle Set
TXN100665,CUST1004,2026-07-18 13:30:00,Meta Ads,10.6,Throw Blanket
TXN100282,CUST3988,2026-06-02 10:20:00,Google Ads,113.2,Candle Set
TXN100261,CUST2821,2026-05-31 14:54:00,Google Ads,119.16,Storage Basket
TXN100557,CUST1338,2026-07-03 22:54:00,Meta Ads,149.94,Candle Set
TXN100290,CUST1443,2026-06-03 18:54:00,Google Ads,91.39,Wall Art Print
TXN100108,CUST2946,2026-05-14 09:29:00,Google Ads,20.84,Candle Set
TXN100135,CUST4899,2026-05-17 18:14:00,Google Ads,154.59,Throw Blanket
TXN100552,CUST2033,2026-07-03 18:17:00,Meta Ads,52.34,Candle Set
TXN100424,CUST1835,2026-06-20 17:38:00,Meta Ads,50.97,Wall Mirror
TXN100586,CUST4886,2026-07-07 19:21:00,Google Ads,106.22,Bookshelf
TXN100051,CUST2023,2026-05-06 09:28:00,Google Ads,72.15,Wall Art Print
TXN100704,CUST4743,2026-07-22 20:14:00,Meta Ads,113.95,Storage Basket
TXN100147,CUST1432,2026-05-18 20:23:00,Organic,51.36,Area Rug
TXN100747,CUST2590,2026-07-27 15:11:00,Meta Ads,126.96,Ceramic Vase
TXN100037,CUST1676,2026-05-05 15:33:00,Email,9.5,Bookshelf
TXN100142,CUST4719,2026-05-18 19:25:00,Meta Ads,115.65,Table Lamp
TXN100018,CUST4178,2026-05-03 08:14:00,Organic,121.41,Ceramic Vase
TXN100281,CUST2694,2026-06-02 17:52:00,Organic,98.79,Area Rug
TXN100395,CUST3168,2026-06-17 18:25:00,Meta Ads,55.69,Storage Basket
TXN100433,CUST1881,2026-06-21 18:03:00,Email,146.34,Ceramic Vase
TXN100652,CUST1010,2026-07-16 09:46:00,Google Ads,96.0,Area Rug
TXN100503,CUST1282,2026-06-28 22:02:00,Email,77.44,Accent Chair
TXN100674,CUST2812,2026-07-18 13:05:00,Meta Ads,57.31,Throw Blanket
TXN100753,CUST3426,2026-07-28 17:51:00,Google Ads,,Storage Basket
TXN100250,CUST4238,2026-05-30 19:00:00,Google Ads,17.36,Accent Chair
TXN100589,CUST3847,2026-07-08 13:30:00,Meta Ads,80.43,Storage Basket
TXN100594,CUST3978,2026-07-08 21:45:00,Google Ads,86.62,Table Lamp
TXN100446,CUST4341,2026-06-22 07:23:00,Google Ads,53.85,Storage Basket
TXN100174,CUST1924,2026-05-21 19:28:00,Meta Ads,21.97,Area Rug
TXN100052,CUST3671,2026-05-06 07:05:00,Google Ads,61.08,Table Lamp
TXN100099,CUST1510,2026-05-13 16:32:00,Meta Ads,69.53,Accent Chair
TXN100584,CUST4867,2026-07-07 14:46:00,Google Ads,155.69,Area Rug
TXN100110,CUST1999,2026-05-14 11:41:00,Meta Ads,84.5,Ceramic Vase
TXN100260,CUST4846,2026-05-31 15:02:00,Meta Ads,80.15,Storage Basket
TXN100699,CUST3032,2026-07-21 21:32:00,Meta Ads,90.72,Storage Basket
TXN100758,CUST2358,2026-07-29 13:51:00,Meta Ads,58.99,Wall Mirror
TXN100224,CUST4058,2026-05-28 09:27:00,Email,17.67,Throw Blanket
TXN100629,CUST4545,2026-07-13 18:00:00,Meta Ads,42.24,Area Rug
TXN100714,CUST1005,2026-07-23 19:54:00,EMAIL,33.54,Accent Chair
TXN100438,CUST2582,2026-06-22 21:48:00,Google Ads,25.17,Wall Art Print
TXN100039,CUST3751,2026-05-05 18:28:00,Google Ads,86.16,Wall Art Print
TXN100403,CUST3083,2026-06-18 14:07:00,Meta Ads,58.78,Table Lamp
TXN100531,CUST1778,2026-07-01 10:47:00,Google Ads,31.63,Area Rug
TXN100124,CUST1080,2026-05-16 19:30:00,Email,117.58,Ceramic Vase
TXN100257,CUST1555,2026-05-31 19:29:00,Organic,81.22,Storage Basket
TXN100573,CUST3915,2026-07-05 11:47:00,Google Ads,22.02,Candle Set
TXN100692,CUST2779,2026-07-20 10:29:00,Google Ads,120.55,Bookshelf
TXN100467,CUST3175,2026-06-24 14:40:00,Meta Ads,59.31,Table Lamp
TXN100425,CUST3942,2026-06-20 17:46:00,Google Ads,29.53,Storage Basket
TXN100385,CUST2315,2026-06-15 10:05:00,Meta Ads,100.33,Storage Basket
TXN100305,CUST1491,2026-06-05 07:31:00,Google Ads,73.2,Candle Set
TXN100647,CUST3913,2026-07-15 17:53:00,Google Ads,80.52,Table Lamp
TXN100074,CUST2404,2026-05-08 13:43:00,Google Ads,77.0,Accent Chair
TXN100251,CUST2862,2026-05-30 18:43:00,Meta Ads,103.24,Accent Chair
TXN100562,CUST1848,2026-07-04 11:48:00,Google Ads,63.99,Candle Set
TXN100583,CUST2724,2026-07-07 16:30:00,Meta Ads,93.11,Throw Blanket
TXN100461,CUST3224,2026-06-24 19:57:00,Meta Ads,50.29,Candle Set
TXN100014,CUST2857,2026-05-02 18:10:00,Google Ads,86.01,Storage Basket
TXN100491,CUST3481,2026-06-27 18:26:00,Meta Ads,108.97,Wall Art Print
TXN100300,CUST2989,2026-06-04 21:26:00,Meta Ads,42.26,Accent Chair
TXN100413,CUST1923,2026-06-18 18:33:00,Email,52.55,Accent Chair
TXN100312,CUST3824,2026-06-06 18:05:00,Meta Ads,188.75,Candle Set
TXN100642,CUST1846,2026-07-14 13:51:00,Google Ads,35.95,Ceramic Vase
TXN100176,CUST3497,2026-05-21 10:48:00,Meta Ads,80.05,Table Lamp
TXN100613,CUST2355,2026-07-10 20:29:00,Meta Ads,91.52,Table Lamp
TXN100426,CUST1535,2026-06-20 18:32:00,Email,72.74,Wall Art Print
TXN100743,CUST4615,2026-07-27 22:03:00,Meta Ads,35.67,Throw Blanket
TXN100139,CUST2049,2026-05-17 18:10:00,Meta Ads,66.66,Bookshelf
TXN100309,CUST4531,2026-06-05 17:36:00,Organic,69.69,Candle Set
TXN100064,CUST3933,2026-05-08 17:15:00,Google Ads,185.15,Accent Chair
TXN100360,CUST2175,2026-06-12 22:44:00,Google Ads,35.26,Wall Mirror
TXN100423,CUST1245,2026-06-20 12:28:00,Google Ads,58.77,Candle Set
TXN100186,CUST2245,2026-05-22 19:17:00,META ADS,113.89,Wall Art Print
TXN100603,CUST2763,2026-07-09 10:00:00,Email,92.77,Throw Blanket
TXN100148,CUST2783,2026-05-18 12:46:00,Meta Ads,62.14,Wall Art Print
TXN100332,CUST2586,2026-06-08 20:49:00,Organic,99.67,Storage Basket
TXN100232,CUST2905,2026-05-29 16:43:00,Organic,27.71,Wall Art Print
TXN100712,CUST2004,2026-07-23 11:00:00,Meta Ads,48.52,Candle Set
TXN100303,CUST2618,2026-06-05 08:00:00,Google Ads,114.71,Table Lamp
TXN100140,CUST4063,2026-05-18 10:49:00,Meta Ads,104.13,Wall Mirror
TXN100075,CUST2028,2026-05-09 08:05:00,Meta Ads,30.23,Candle Set
TXN100167,CUST3856,2026-05-20 11:40:00,Meta Ads,34.34,Area Rug
TXN100618,CUST3199,2026-07-11 12:23:00,Meta Ads,34.13,Storage Basket
TXN100416,CUST3625,2026-06-19 12:37:00,Google Ads,96.72,Bookshelf
TXN100228,CUST3175,2026-05-29 20:36:00,Google Ads,60.21,Wall Mirror
TXN100156,CUST3949,2026-05-19 20:31:00,Google Ads,76.47,Wall Art Print
TXN100407,CUST3936,2026-06-18 22:33:00,Google Ads,91.16,Candle Set
TXN100362,CUST1077,2026-06-12 15:13:00,Organic,40.78,Wall Mirror
TXN100298,CUST4618,2026-06-04 08:09:00,Meta Ads,40.93,Wall Mirror
TXN100476,CUST1037,2026-06-25 16:36:00,Organic,41.37,Bookshelf
TXN100344,CUST3531,2026-06-10 11:38:00,Organic,77.15,Candle Set
TXN100563,CUST2225,2026-07-04 12:36:00,Organic,83.49,Table Lamp
TXN100058,CUST2284,2026-05-07 08:03:00,Google Ads,96.24,Bookshelf
TXN100277,CUST1330,2026-06-02 17:38:00,Google Ads,43.02,Wall Mirror
TXN100617,CUST4312,2026-07-11 09:36:00,Meta Ads,54.61,Throw Blanket
TXN100526,CUST1323,2026-07-01 21:54:00,Google Ads,93.65,Storage Basket
TXN100219,CUST1062,2026-05-27 11:26:00,Organic,21.44,Wall Mirror
TXN100027,CUST4977,2026-05-03 07:43:00,Meta Ads,92.53,Throw Blanket
TXN100115,CUST3946,2026-05-14 20:53:00,Meta Ads,40.24,Wall Art Print
TXN100151,CUST1354,2026-05-18 15:56:00,Organic,79.54,Area Rug
TXN100621,CUST3404,2026-07-12 10:22:00,Meta Ads,62.32,Storage Basket
TXN100579,CUST2694,2026-07-06 19:49:00,Google Ads,56.51,Throw Blanket
TXN100592,CUST4218,2026-07-08 19:23:00,Google Ads,98.87,Throw Blanket
TXN100645,CUST4514,2026-07-15 10:08:00,Google Ads,131.77,Candle Set
TXN100161,CUST3878,2026-05-20 21:17:00,Google Ads,16.59,Accent Chair
TXN100216,CUST3888,2026-05-27 19:24:00,Meta Ads,91.69,Wall Mirror
TXN100106,CUST2162,2026-05-13 17:05:00,Meta Ads,149.23,Table Lamp
TXN100352,CUST3271,2026-06-11 10:45:00,Organic,76.0,Wall Art Print
TXN100381,CUST2789,2026-06-14 19:47:00,Meta Ads,38.64,Area Rug
TXN100479,CUST1789,2026-06-26 10:21:00,Meta Ads,59.23,Wall Mirror
TXN100528,CUST3477,2026-07-01 08:55:00,Google Ads,142.28,Throw Blanket
TXN100082,CUST2022,2026-05-10 10:22:00,Google Ads,133.23,Wall Art Print
TXN100094,CUST3443,2026-05-12 20:22:00,Google Ads,149.16,Storage Basket
TXN100345,CUST1740,2026-06-10 12:46:00,Google Ads,62.49,Area Rug
TXN100029,CUST2780,2026-05-04 12:29:00,Google Ads,67.24,Ceramic Vase
TXN100655,CUST2322,2026-07-16 16:21:00,Meta Ads,83.59,Wall Art Print
